facet_id,raw_name,clean_name,category,description,score_1_anchor,score_5_anchor
283,Open-source contributions,Open-source contributions,social,Evaluate the degree to which 'Open-source contributions' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
284,Psychological construct: Social Conformity tendency,Social Conformity tendency,personality,Evaluate the degree to which 'Social Conformity tendency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
285,Individuality,Individuality,self_and_identity,Evaluate the degree to which 'Individuality' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
286,740. I Ching hexagram 22 resonance level,I Ching hexagram 22 resonance level,spiritual,Evaluate the degree to which 'I Ching hexagram 22 resonance level' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
287,Attachment style: Secure,Attachment style: Secure,self_and_identity,Evaluate the degree to which 'Attachment style: Secure' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
288,Intelligence Quotient (IQ),Intelligence Quotient (IQ),cognitive,Evaluate the degree to which 'Intelligence Quotient (IQ)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
289,Blog-subscriber count,Blog-subscriber count,behavioral,Evaluate the degree to which 'Blog-subscriber count' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
290,Non-Verbal Communication Skills,Non-Verbal Communication Skills,social,Evaluate the degree to which 'Non-Verbal Communication Skills' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
291,Drug-use history,Drug-use history,safety,Evaluate the degree to which 'Drug-use history' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No safety concerns,Severe safety concerns present
292,Commute time/day,Commute time/day,behavioral,Evaluate the degree to which 'Commute time/day' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
293,Decision-making speed,Decision-making speed,cognitive,Evaluate the degree to which 'Decision-making speed' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
294,Psychological construct: Excuse-Making tendency,Excuse-Making tendency,personality,Evaluate the degree to which 'Excuse-Making tendency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
295,Peer-to-peer lending usage,Peer-to-peer lending usage,social,Evaluate the degree to which 'Peer-to-peer lending usage' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
296,Psychological construct: Eye-Contact avoidance score,Eye-Contact avoidance score,social,Evaluate the degree to which 'Eye-Contact avoidance score' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
297,Social-cognition variable: Faux Pas Recognition accuracy,Faux Pas Recognition accuracy,personality,Evaluate the degree to which 'Faux Pas Recognition accuracy' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
298,Conscientiousness (C):,Conscientiousness (C),personality,Evaluate the degree to which 'Conscientiousness (C)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
299,Use of Nature as a Stress Reliever,Use of Nature as a Stress Reliever,personality,Evaluate the degree to which 'Use of Nature as a Stress Reliever' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
300,Attitude toward learning,Attitude toward learning,personality,Evaluate the degree to which 'Attitude toward learning' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
301,Conscientiousness Facets:,Conscientiousness Facets,personality,Evaluate the degree to which 'Conscientiousness Facets' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
302,Honesty-humility trait score,Honesty-humility trait score,personality,Evaluate the degree to which 'Honesty-humility trait score' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
303,Digital-nomad months,Digital-nomad months,personality,Evaluate the degree to which 'Digital-nomad months' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
304,516. Religious coping – Negative,Religious coping – Negative,personality,Evaluate the degree to which 'Religious coping – Negative' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
305,Snacking Behavior,Snacking Behavior,behavioral,Evaluate the degree to which 'Snacking Behavior' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
306,Aura-color perception,Aura-color perception,cognitive,Evaluate the degree to which 'Aura-color perception' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
307,638. Sacred text engagement: Zohar (Kabbalah) study hours,Sacred text engagement: Zohar (Kabbalah) study hours,spiritual,Evaluate the degree to which 'Sacred text engagement: Zohar (Kabbalah) study hours' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
308,Motivational Drivers:,Motivational Drivers,motivation,Evaluate the degree to which 'Motivational Drivers' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No motivational signals,Strong motivational signals
309,Cloud-backup frequency,Cloud-backup frequency,behavioral,Evaluate the degree to which 'Cloud-backup frequency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
310,Learning Style,Learning Style,personality,Evaluate the degree to which 'Learning Style' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
311,872. Islamic practice: Seerah study hours,Islamic practice: Seerah study hours,personality,Evaluate the degree to which 'Islamic practice: Seerah study hours' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
312,Safety compliance,Safety compliance,safety,Evaluate the degree to which 'Safety compliance' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No safety concerns,Severe safety concerns present
313,Sensationalism,Sensationalism,personality,Evaluate the degree to which 'Sensationalism' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
314,Nationality,Nationality,personality,Evaluate the degree to which 'Nationality' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
315,Drollness,Drollness,emotion,Evaluate the degree to which 'Drollness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
316,Cooperation,Cooperation,social,Evaluate the degree to which 'Cooperation' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
317,Breakfast-skipping frequency,Breakfast-skipping frequency,behavioral,Evaluate the degree to which 'Breakfast-skipping frequency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
318,922. Sikh spiritual metric: Kirtan participation frequency,Sikh spiritual metric: Kirtan participation frequency,spiritual,Evaluate the degree to which 'Sikh spiritual metric: Kirtan participation frequency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
319,Impulsivity,Impulsivity,personality,Evaluate the degree to which 'Impulsivity' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
320,Museum visits/year,Museum visits/year,behavioral,Evaluate the degree to which 'Museum visits/year' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
321,Choir participation years,Choir participation years,social,Evaluate the degree to which 'Choir participation years' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
322,Delegation Ability,Delegation Ability,social,Evaluate the degree to which 'Delegation Ability' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
323,788. Kabbalah sephira balance: Tiferet,Kabbalah sephira balance: Tiferet,spiritual,Evaluate the degree to which 'Kabbalah sephira balance: Tiferet' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
324,Desire to influence others,Desire to influence others,motivation,Evaluate the degree to which 'Desire to influence others' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No motivational signals,Strong motivational signals
325,Vivacity,Vivacity,emotion,Evaluate the degree to which 'Vivacity' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
326,Genialness,Genialness,emotion,Evaluate the degree to which 'Genialness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
327,Cognitive measure: Working Memory Index,Working Memory Index,cognitive,Evaluate the degree to which 'Working Memory Index' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
328,Ethical practices,Ethical practices,personality,Evaluate the degree to which 'Ethical practices' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
329,945. New-Age spiritual metric: Channeling sessions / year,New-Age spiritual metric: Channeling sessions / year,spiritual,Evaluate the degree to which 'New-Age spiritual metric: Channeling sessions / year' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
330,Civility,Civility,social,Evaluate the degree to which 'Civility' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
331,Sleep Apnea,Sleep Apnea,behavioral,Evaluate the degree to which 'Sleep Apnea' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
332,Classiness,Classiness,personality,Evaluate the degree to which 'Classiness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
333,Control over situations,Control over situations,personality,Evaluate the degree to which 'Control over situations' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
334,Time outdoors/day (h),Time outdoors/day (h),personality,Evaluate the degree to which 'Time outdoors/day (h)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
335,Effeteness,Effeteness,personality,Evaluate the degree to which 'Effeteness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
336,Polygenic risk: cardiovascular disease,Polygenic risk: cardiovascular disease,safety,Evaluate the degree to which 'Polygenic risk: cardiovascular disease' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No safety concerns,Severe safety concerns present
337,Psychological construct: Identity Diffusion level,Identity Diffusion level,self_and_identity,Evaluate the degree to which 'Identity Diffusion level' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
338,Learning through movement,Learning through movement,personality,Evaluate the degree to which 'Learning through movement' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
339,Caffeine sensitivity gene,Caffeine sensitivity gene,behavioral,Evaluate the degree to which 'Caffeine sensitivity gene' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
340,Hatefulness,Hatefulness,emotion,Evaluate the degree to which 'Hatefulness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
341,Persistence:,Persistence,personality,Evaluate the degree to which 'Persistence' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
342,Psychological construct: Perfectionistic Strivings,Perfectionistic Strivings,personality,Evaluate the degree to which 'Perfectionistic Strivings' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
343,Wake-time consistency,Wake-time consistency,health,Evaluate the degree to which 'Wake-time consistency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
344,Numerical Reasoning:,Numerical Reasoning,cognitive,Evaluate the degree to which 'Numerical Reasoning' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
345,Social-cognition variable: Mentalizing network activation,Mentalizing network activation,social,Evaluate the degree to which 'Mentalizing network activation' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
346,Patriotism,Patriotism,personality,Evaluate the degree to which 'Patriotism' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
347,Leadership Styles:,Leadership Styles,social,Evaluate the degree to which 'Leadership Styles' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
348,Servility,Servility,safety,Evaluate the degree to which 'Servility' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No safety concerns,Severe safety concerns present
349,742. I Ching hexagram 24 resonance level,I Ching hexagram 24 resonance level,spiritual,Evaluate the degree to which 'I Ching hexagram 24 resonance level' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
350,Enneagram Personality Types:,Enneagram Personality Types,personality,Evaluate the degree to which 'Enneagram Personality Types' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
351,Stress Recovery Ability,Stress Recovery Ability,personality,Evaluate the degree to which 'Stress Recovery Ability' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
352,Troubleshooting technical issues,Troubleshooting technical issues,cognitive,Evaluate the degree to which 'Troubleshooting technical issues' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
353,Defense-mechanism tendency: Introjection,Introjection,personality,Evaluate the degree to which 'Introjection' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
354,Irritability,Irritability,emotion,Evaluate the degree to which 'Irritability' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
355,Travel-companions diversity,Travel-companions diversity,behavioral,Evaluate the degree to which 'Travel-companions diversity' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
356,627. Sacred text engagement: Quran surahs memorized,Sacred text engagement: Quran surahs memorized,spiritual,Evaluate the degree to which 'Sacred text engagement: Quran surahs memorized' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
357,Trust in others,Trust in others,social,Evaluate the degree to which 'Trust in others' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No social engagement,Highly collaborative/social
358,Gamified-finance-app usage,Gamified-finance-app usage,personality,Evaluate the degree to which 'Gamified-finance-app usage' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
359,823. Buddhist practice: Eightfold Path – Right Intention level,Buddhist practice: Eightfold Path – Right Intention level,spiritual,Evaluate the degree to which 'Buddhist practice: Eightfold Path – Right Intention level' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
360,Caffeine intake (mg/day),Caffeine intake (mg/day),behavioral,Evaluate the degree to which 'Caffeine intake (mg/day)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
361,Comfort with Vulnerability,Comfort with Vulnerability,personality,Evaluate the degree to which 'Comfort with Vulnerability' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
362,Anticipativeness,Anticipativeness,personality,Evaluate the degree to which 'Anticipativeness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
363,Avoiding:,Avoiding,personality,Evaluate the degree to which 'Avoiding' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
364,Home-security-system presence,Home-security-system presence,behavioral,Evaluate the degree to which 'Home-security-system presence' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
365,Eating Habits (Home-Cooked vs. Eating Out),Eating Habits (Home-Cooked vs. Eating Out),behavioral,Evaluate the degree to which 'Eating Habits (Home-Cooked vs. Eating Out)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
366,Decision-Making Confidence,Decision-Making Confidence,cognitive,Evaluate the degree to which 'Decision-Making Confidence' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
367,Alignment with societal roles,Alignment with societal roles,self_and_identity,Evaluate the degree to which 'Alignment with societal roles' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
368,Connectedness: Belief in interconnections,Connectedness: Belief in interconnections,personality,Evaluate the degree to which 'Connectedness: Belief in interconnections' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
369,Quirkiness,Quirkiness,personality,Evaluate the degree to which 'Quirkiness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
370,Creative resilience,Creative resilience,personality,Evaluate the degree to which 'Creative resilience' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
371,Rapid cognitive processing,Rapid cognitive processing,cognitive,Evaluate the degree to which 'Rapid cognitive processing' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
372,Cordiality,Cordiality,emotion,Evaluate the degree to which 'Cordiality' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
373,Types of Mindfulness Techniques Used,Types of Mindfulness Techniques Used,cognitive,Evaluate the degree to which 'Types of Mindfulness Techniques Used' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
374,Economic reasoning,Economic reasoning,cognitive,Evaluate the degree to which 'Economic reasoning' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No cognitive engagement,Deep cognitive engagement
375,Conformity,Conformity,personality,Evaluate the degree to which 'Conformity' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
376,Pet-enrichment activities count,Pet-enrichment activities count,behavioral,Evaluate the degree to which 'Pet-enrichment activities count' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Behavior absent,Behavior strongly present
377,Aestheticism,Aestheticism,personality,Evaluate the degree to which 'Aestheticism' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
378,Type of Support Preferred (Emotional vs. Practical),Type of Support Preferred (Emotional vs. Practical),emotion,Evaluate the degree to which 'Type of Support Preferred (Emotional vs. Practical)' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
379,Mental Arithmetic Speed,Mental Arithmetic Speed,linguistic_quality,Evaluate the degree to which 'Mental Arithmetic Speed' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Very poor linguistic quality,Excellent linguistic quality
380,Patience: Resistance to anger,Patience: Resistance to anger,emotion,Evaluate the degree to which 'Patience: Resistance to anger' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
381,Flawlessness,Flawlessness,personality,Evaluate the degree to which 'Flawlessness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
382,Self-Efficacy,Self-Efficacy,self_and_identity,Evaluate the degree to which 'Self-Efficacy' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
383,Computer Skills:,Computer Skills,professional,Evaluate the degree to which 'Computer Skills' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not exhibited,Strongly exhibited
384,899. Jewish spiritual metric: Shabbat candle-lighting consistency,Jewish spiritual metric: Shabbat candle-lighting consistency,spiritual,Evaluate the degree to which 'Jewish spiritual metric: Shabbat candle-lighting consistency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
385,Spelling Accuracy,Spelling Accuracy,linguistic_quality,Evaluate the degree to which 'Spelling Accuracy' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Very poor linguistic quality,Excellent linguistic quality
386,793. Sufi practice: Dhikr repetitions / day,Sufi practice: Dhikr repetitions / day,spiritual,Evaluate the degree to which 'Sufi practice: Dhikr repetitions / day' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
387,Peacefulness,Peacefulness,emotion,Evaluate the degree to which 'Peacefulness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,No emotional expression detected,Dominant emotional expression throughout
388,Doggedness,Doggedness,personality,Evaluate the degree to which 'Doggedness' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
389,Decency,Decency,personality,Evaluate the degree to which 'Decency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Trait not exhibited,Trait strongly exhibited
390,Processed-food frequency,Processed-food frequency,health,Evaluate the degree to which 'Processed-food frequency' is expressed or relevant in this conversation turn. Consider both explicit statements and implicit signals.,Not relevant/mentioned,Strongly relevant/mentioned
